uid,u_cat_01,u_cat_02,u_cat_03,u_cat_04,u_cat_05,u_cat_06,u_cat_07,u_cat_08
u038271,49,2,5,27,4,2,2,1
u038272,44,1,3,9,2,2,0,2
u038273,31,2,5,0,0,3,0,1
u038274,38,2,5,0,0,3,0,1
u038275,46,2,5,1,2,3,0,1
u038276,35,2,2,26,1,3,4,2
u038277,49,2,5,27,6,2,2,1
u038278,22,2,5,4,6,3,0,2
u038279,59,2,5,0,0,3,0,1
u038280,23,2,5,0,0,2,2,1
u038281,49,1,3,22,2,2,2,1
u038282,26,1,5,0,0,3,0,1
u038283,49,2,5,16,6,2,2,1
u038284,53,2,2,30,6,3,0,2
u038285,44,2,5,31,6,3,2,1
u038286,66,1,5,16,2,2,4,2
u038287,25,2,5,0,0,3,0,2
u038288,66,2,5,9,1,2,4,1
u038289,1,2,3,0,0,3,0,1
u038290,23,2,5,31,4,2,1,1
u038291,7,1,2,0,0,3,0,2
u038292,47,2,5,19,4,2,4,1
u038293,64,2,5,4,4,3,0,2
u038294,6,2,5,30,6,3,0,1
u038295,47,2,5,2,0,3,1,1
u038296,31,1,5,26,0,3,2,2
u038297,66,1,3,25,3,2,2,1
u038298,14,1,4,29,2,3,4,2
u038299,47,2,5,0,0,2,2,2
u038300,6,2,5,0,0,3,0,1
u038301,56,1,6,12,4,3,1,1
u038302,64,2,5,5,1,3,0,2
u038303,16,2,5,4,4,3,1,1
u038304,49,2,5,12,1,2,4,2
u038305,33,2,2,16,6,3,1,2
u038306,11,1,5,29,1,3,0,2
u038307,53,1,1,0,0,3,4,2
u038308,54,2,2,9,2,3,0,1
u038309,36,1,3,9,2,3,0,1
u038310,35,2,2,16,6,3,2,2
u038311,66,2,5,19,4,2,2,1
u038312,40,2,5,0,0,3,1,2
u038313,6,1,5,5,1,1,0,2
u038314,35,2,5,0,0,3,0,1
u038315,66,2,5,12,1,2,2,1
u038316,44,2,5,14,4,3,4,1
u038317,48,2,5,9,2,3,1,1
u038318,14,2,3,29,4,3,4,2
u038319,21,2,5,1,2,3,0,1
u038320,6,2,4,0,0,3,0,2
u038321,56,1,3,0,0,3,0,1
u038322,20,2,5,4,6,3,0,2
u038323,23,1,3,16,2,2,1,2
u038324,13,1,1,0,0,3,0,1
u038325,23,1,5,21,2,2,4,2
u038326,47,1,5,26,1,2,4,1
u038327,66,1,5,20,4,2,4,2
u038328,49,2,5,5,1,1,0,1
u038329,46,2,5,22,1,3,2,1
u038330,23,2,5,9,2,2,2,2
u038331,16,1,3,21,1,2,2,2
u038332,44,2,5,7,4,2,0,1
u038333,58,2,5,0,0,3,0,1
u038334,47,1,3,11,2,2,0,2
u038335,16,2,5,21,2,2,2,2
u038336,23,1,3,19,2,2,2,2
u038337,29,2,3,1,2,3,0,2
u038338,49,1,5,24,4,2,2,1
u038339,47,1,3,0,0,3,0,1
u038340,18,2,5,1,2,3,4,1
u038341,12,1,5,16,6,3,0,1
u038342,59,2,5,0,0,3,0,1
u038343,66,2,5,20,4,2,4,2
u038344,8,2,5,0,0,3,1,1
u038345,59,2,3,16,2,3,0,2
u038346,66,1,5,4,1,2,4,2
u038347,13,2,3,1,3,3,0,2
u038348,22,2,5,4,4,3,0,1
u038349,9,1,2,31,1,3,4,2
u038350,23,2,5,22,2,2,1,2
u038351,18,2,5,31,2,3,0,1
u038352,64,1,1,1,1,1,0,1
u038353,49,2,3,12,1,2,2,1
u038354,49,2,5,12,4,2,2,2
u038355,48,2,5,0,0,3,0,1
u038356,64,1,5,19,1,3,0,1
u038357,52,2,5,0,0,3,0,2
u038358,1,1,3,11,2,2,4,2
u038359,49,2,5,2,0,2,0,2
u038360,56,2,5,9,2,2,2,1
u038361,47,1,3,20,4,2,0,2
u038362,14,2,5,1,2,3,0,1
u038363,49,1,3,26,1,2,4,1
u038364,47,1,3,0,0,2,2,2
u038365,46,2,5,31,2,3,0,1
u038366,16,1,3,0,0,2,2,2
u038367,10,1,1,1,2,3,0,1
u038368,54,2,5,1,1,3,0,1
u038369,34,2,5,0,0,3,0,2
u038370,14,2,5,31,2,3,2,2
u038371,23,2,5,0,0,2,1,1
u038372,44,2,5,31,1,2,4,2
u038373,34,2,5,28,1,3,2,2
u038374,9,2,5,12,2,3,1,1
u038375,49,1,3,22,2,3,1,2
u038376,23,1,3,5,1,3,1,2
u038377,66,2,5,1,2,2,2,2
u038378,42,1,3,26,2,2,2,1
u038379,3,1,6,0,0,3,0,1
u038380,17,1,2,22,2,3,0,1
u038381,47,1,5,0,0,2,1,2
u038382,16,1,3,18,0,2,4,1
u038383,23,2,5,0,0,2,4,2
u038384,48,2,5,29,4,3,0,1
u038385,66,1,5,24,4,2,1,2
u038386,47,2,5,17,4,2,0,2
u038387,56,2,5,31,1,3,1,1
u038388,47,2,5,11,2,3,0,1
u038389,56,1,3,0,0,3,1,1
u038390,14,2,5,4,4,3,0,1
u038391,6,2,5,16,2,3,0,1
u038392,23,2,5,31,6,2,1,1
u038393,52,2,6,22,2,3,0,1
u038394,23,1,3,1,2,2,2,2
u038395,9,2,1,12,3,3,4,1
u038396,6,1,1,26,0,3,0,2
u038397,66,1,5,1,1,2,4,1
u038398,16,1,5,11,1,2,2,1
u038399,47,2,5,0,0,2,4,2
u038400,47,2,3,12,4,3,0,1
u038401,23,1,3,27,4,2,2,1
u038402,49,2,5,21,2,2,2,2
u038403,8,1,2,0,0,3,1,1
u038404,49,1,5,30,6,2,2,2
u038405,44,2,5,1,1,2,2,2
u038406,16,2,5,7,4,2,2,2
u038407,18,2,5,9,2,3,4,2
u038408,48,2,5,25,3,3,0,1
u038409,11,2,5,26,2,3,0,1
u038410,6,2,2,0,0,3,4,2
u038411,34,1,5,0,0,3,0,2
u038412,13,2,2,1,1,3,2,2
u038413,13,1,5,9,6,3,0,2
u038414,47,2,3,5,1,3,4,2
u038415,9,2,5,0,0,3,0,1
u038416,31,1,5,16,2,3,1,1
u038417,44,1,3,19,1,2,2,2
u038418,14,1,3,30,2,3,1,2
u038419,21,2,5,0,0,3,0,1
u038420,16,2,3,16,2,2,2,2
u038421,23,1,3,0,0,3,1,2
u038422,49,2,3,25,3,2,4,2
u038423,47,2,5,21,1,2,2,1
u038424,66,1,5,23,1,2,2,2
u038425,47,2,3,5,1,2,2,2
u038426,23,2,5,29,6,2,2,1
u038427,36,2,5,30,2,3,1,1
u038428,42,2,5,1,2,1,2,1
u038429,29,1,1,0,0,3,2,2
u038430,53,2,6,4,6,3,0,2
u038431,41,2,5,0,0,3,0,1
u038432,23,2,5,0,0,2,2,2
u038433,11,2,5,26,2,3,0,2
u038434,3,2,2,13,3,3,0,1
u038435,35,2,5,1,1,3,0,2
u038436,20,1,5,7,4,3,0,2
u038437,47,1,3,3,4,3,2,1
u038438,9,2,5,0,0,3,0,1
u038439,16,2,3,9,6,2,1,2
u038440,56,2,2,16,2,1,4,1
u038441,66,2,5,14,4,2,2,1
u038442,46,2,5,0,0,3,1,2
u038443,1,2,5,0,0,3,0,1
u038444,18,2,5,30,2,3,0,2
u038445,23,1,5,27,1,2,4,1
u038446,44,2,3,12,1,2,2,1
u038447,64,2,5,0,0,3,0,1
u038448,33,1,6,26,3,3,1,1
u038449,47,1,3,26,2,2,2,2
u038450,44,1,5,31,2,2,2,1
u038451,17,1,3,5,1,3,0,2
u038452,49,2,5,5,4,2,4,2
u038453,1,2,5,20,4,3,1,2
u038454,59,2,2,4,4,3,0,1
u038455,23,1,3,28,6,2,2,2
u038456,49,2,3,0,0,2,1,2
u038457,49,1,3,1,1,2,2,1
u038458,16,2,5,7,1,2,2,2
u038459,57,2,6,21,6,3,1,1
u038460,42,1,5,9,2,2,1,2
u038461,34,2,5,0,0,3,0,2
u038462,21,2,4,31,2,3,0,2
u038463,23,2,5,31,5,2,1,1
u038464,52,2,5,0,0,3,0,1
u038465,42,1,5,18,2,2,2,2
u038466,47,2,3,22,3,2,2,2
u038467,49,2,5,12,4,2,4,2
u038468,23,2,5,27,1,2,2,1
u038469,42,2,5,12,1,2,1,1
u038470,31,1,5,19,4,1,0,1
u038471,66,2,3,20,1,2,2,2
u038472,44,2,3,4,4,2,3,1
u038473,21,1,4,31,2,3,1,2
u038474,44,1,3,21,1,2,3,2
u038475,44,1,2,0,0,2,3,2
u038476,66,2,5,0,0,2,2,1
u038477,42,1,5,1,1,2,4,2
u038478,27,1,1,5,1,3,4,1
u038479,47,1,3,0,0,2,2,2
u038480,44,1,3,0,0,2,2,1
u038481,48,2,5,21,2,3,0,2
u038482,52,2,5,9,3,3,0,1
u038483,47,1,2,0,0,2,2,1
u038484,21,2,2,22,2,3,0,1
u038485,44,2,5,0,0,2,0,1
u038486,17,2,3,16,3,3,0,2
u038487,56,1,4,22,2,3,1,1
u038488,47,2,5,19,6,2,2,1
u038489,44,2,5,0,0,3,4,1
u038490,44,2,5,28,6,2,3,2
u038491,47,2,5,11,2,2,4,2
u038492,47,2,5,1,2,2,2,2
u038493,47,2,5,11,4,2,2,1
u038494,23,1,3,1,4,3,1,2
u038495,48,2,5,0,0,3,0,1
u038496,44,1,3,24,4,1,4,2
u038497,49,2,5,5,2,2,2,1
u038498,44,1,3,0,0,3,2,2
u038499,16,2,5,31,1,2,4,2
u038500,47,1,3,3,1,3,2,2
u038501,49,2,5,9,2,2,2,1
u038502,47,1,3,0,0,2,2,1
u038503,46,1,3,0,0,3,4,2
u038504,59,2,5,19,4,3,1,1
u038505,47,2,5,1,2,2,2,2
u038506,35,1,1,9,6,3,4,2
u038507,56,2,5,26,1,3,1,1
u038508,44,1,2,9,6,2,2,2
u038509,44,1,5,17,4,2,2,1
u038510,44,2,3,5,2,2,2,2
u038511,49,2,5,9,6,2,0,1
u038512,48,1,5,0,0,3,0,2
u038513,9,2,3,16,2,3,0,1
u038514,42,2,5,30,2,2,2,1
u038515,47,2,5,1,3,2,4,1
u038516,23,2,5,30,2,2,2,2
u038517,27,2,1,0,0,3,0,2
u038518,56,2,5,1,2,3,0,2
u038519,20,2,5,0,0,3,0,1
u038520,47,1,3,16,3,2,2,2
u038521,44,1,3,0,0,2,2,1
u038522,64,2,2,9,6,3,0,2
u038523,42,2,5,22,2,2,4,1
u038524,44,2,5,30,6,2,2,1
u038525,46,2,5,30,2,3,1,1
u038526,50,2,4,31,5,3,1,1
u038527,44,1,3,9,1,2,4,1
u038528,23,2,5,12,4,2,2,1
u038529,3,2,5,29,1,3,0,1
u038530,44,2,3,1,2,2,2,1
u038531,66,1,5,14,4,2,0,1
u038532,66,1,5,13,1,2,4,1
u038533,66,2,5,5,2,2,1,1
u038534,59,1,5,14,4,1,0,1
u038535,27,2,5,31,6,3,0,2
u038536,14,2,5,0,0,2,0,2
u038537,23,1,5,5,1,2,2,1
u038538,66,2,5,31,6,2,4,1
u038539,42,1,3,30,6,2,4,2
u038540,46,2,5,20,2,3,2,2
u038541,66,1,3,7,1,2,1,1
u038542,66,1,5,12,4,2,2,2
u038543,8,1,5,0,0,3,0,1
u038544,22,1,4,0,0,3,2,1
u038545,66,1,5,17,4,2,0,1
u038546,4,1,6,0,0,3,1,1
u038547,66,2,5,4,1,2,2,2
u038548,48,2,5,0,0,3,0,1
u038549,16,2,5,1,1,2,2,1
u038550,66,1,3,29,2,2,0,2
u038551,64,1,3,4,4,3,2,2
u038552,21,1,2,12,3,1,2,1
u038553,66,1,5,30,2,2,2,1
u038554,66,1,5,17,4,2,0,1
u038555,66,1,5,20,4,2,0,1
u038556,47,2,5,12,4,2,0,2
u038557,42,1,3,31,2,2,0,2
u038558,35,1,2,29,6,3,1,1
u038559,29,1,6,29,4,1,2,1
u038560,42,1,3,31,2,2,1,2
u038561,58,2,5,7,4,3,0,1
u038562,34,1,2,26,2,3,1,2
u038563,66,2,5,12,1,2,4,1
u038564,16,2,5,0,0,2,2,1
u038565,16,2,5,2,0,2,2,1
u038566,58,2,5,0,0,3,0,2
u038567,21,2,5,5,1,2,4,1
u038568,42,1,5,30,1,2,0,2
u038569,66,1,5,19,6,2,2,2
u038570,58,2,5,0,0,3,0,1
u038571,1,2,5,26,2,3,0,2
u038572,47,1,3,20,2,2,1,2
u038573,1,1,3,12,2,3,4,1
u038574,2,1,3,9,3,3,0,1
u038575,66,2,5,20,4,2,0,1
u038576,27,1,3,30,1,2,0,1
u038577,42,1,3,7,6,2,4,2
u038578,31,2,5,2,0,3,0,2
u038579,61,2,3,29,4,3,0,1
u038580,66,1,5,19,6,2,4,1
u038581,31,2,5,0,0,2,0,2
u038582,38,2,5,19,6,3,1,2
u038583,18,2,4,30,1,3,0,2
u038584,31,1,2,22,2,3,0,1
u038585,1,2,5,21,2,3,1,2
u038586,44,1,6,28,6,2,0,1
u038587,42,2,5,4,6,2,2,2
u038588,13,1,5,1,2,1,0,1
u038589,16,2,5,11,2,2,2,2
u038590,16,1,5,2,3,2,2,2
u038591,66,2,5,0,0,2,2,2
u038592,16,2,5,9,6,2,2,1
u038593,57,2,5,0,0,1,0,1
u038594,66,1,5,26,2,2,0,1
u038595,27,2,5,0,0,3,0,1
u038596,21,1,3,7,1,2,4,1
u038597,66,1,5,16,6,2,4,1
u038598,42,1,3,1,2,2,1,1
u038599,1,1,3,31,2,2,4,2
u038600,56,2,5,1,1,1,0,1
u038601,64,2,5,23,1,1,0,2
u038602,49,2,5,12,1,2,0,1
u038603,18,1,3,0,0,2,1,1
u038604,16,1,5,0,0,2,2,2
u038605,16,2,5,16,6,2,2,2
u038606,52,2,5,31,2,3,0,1
u038607,59,2,2,11,2,1,0,1
u038608,3,2,5,31,6,3,0,1
u038609,16,1,5,27,2,2,2,1
u038610,21,1,3,29,2,2,0,1
u038611,42,1,3,7,4,2,1,1
u038612,42,2,5,5,1,2,0,1
u038613,1,1,3,2,0,1,1,1
u038614,16,1,5,7,1,2,1,2
u038615,16,1,5,20,4,2,2,1
u038616,14,2,3,29,1,2,0,1
u038617,3,1,6,15,5,3,3,2
u038618,18,2,5,30,2,3,0,2
u038619,18,1,3,1,1,3,1,1
u038620,29,1,3,26,1,1,1,1
u038621,42,2,5,12,4,2,0,1
u038622,47,1,3,2,0,1,4,2
u038623,16,1,5,8,1,2,4,2
u038624,42,1,5,9,6,2,4,2
u038625,16,1,5,26,0,2,4,2
u038626,66,2,5,5,1,2,0,2
u038627,46,2,3,11,2,2,2,2
u038628,42,1,3,26,0,2,0,2
u038629,31,2,5,23,1,3,2,1
u038630,21,2,5,5,2,1,0,2
u038631,49,1,3,22,3,2,1,1
u038632,16,1,5,1,2,2,2,1
u038633,16,1,5,26,1,2,2,1
u038634,34,2,5,27,1,3,4,1
u038635,42,1,5,1,1,2,0,1
u038636,16,2,5,14,4,2,4,2
u038637,11,2,5,29,6,3,0,1
u038638,16,1,5,12,4,2,4,1
u038639,59,2,5,5,2,1,2,2
u038640,13,2,5,31,2,3,0,2
u038641,46,1,3,0,0,2,0,1
u038642,59,2,5,1,1,3,0,2
u038643,27,1,2,0,0,2,0,1
u038644,23,2,3,12,4,2,1,1
u038645,64,1,5,5,3,2,4,1
u038646,66,1,3,5,2,2,4,2
u038647,42,2,5,1,2,2,0,1
u038648,42,1,5,16,2,2,0,2
u038649,27,1,6,16,2,3,2,2
u038650,42,2,5,7,4,2,1,2
u038651,31,2,3,4,4,1,2,1
u038652,66,1,5,0,0,2,4,1
u038653,46,2,5,31,1,2,0,1
u038654,10,1,6,6,2,3,0,2
u038655,27,1,3,31,1,1,1,1
u038656,37,2,5,5,2,3,0,2
u038657,42,1,3,31,1,2,0,2
u038658,66,2,5,30,1,2,4,1
u038659,66,1,5,14,4,2,2,2
u038660,16,1,5,0,0,2,2,1
u038661,47,2,5,0,0,2,0,2
u038662,59,1,5,4,1,3,0,1
u038663,22,1,4,0,0,2,1,1
u038664,66,2,5,23,1,2,2,2
u038665,16,1,5,22,2,2,2,2
u038666,16,1,3,1,1,2,2,2
u038667,16,2,5,23,1,2,2,2
u038668,66,1,3,11,2,2,2,1
u038669,66,1,3,26,2,2,2,2
u038670,16,2,5,30,2,2,4,1
u038671,16,1,3,9,2,2,2,1
u038672,21,1,4,16,2,1,0,2
u038673,46,1,4,31,1,2,2,2
u038674,66,2,5,11,2,2,4,2
u038675,16,1,5,28,6,2,2,1
u038676,16,1,5,16,3,2,2,2
u038677,66,1,5,11,6,2,0,1
u038678,16,2,5,20,6,2,4,2
u038679,66,2,5,9,2,2,2,1
u038680,66,2,5,5,2,2,2,2
u038681,66,2,5,26,2,2,4,1
u038682,16,2,5,31,1,2,0,2
u038683,66,1,5,0,0,2,2,2
u038684,20,2,5,11,4,3,1,2
u038685,66,2,5,1,2,2,2,1
u038686,47,1,5,14,4,2,2,1
u038687,16,1,3,16,3,2,2,1
u038688,16,2,5,9,1,2,4,1
u038689,16,2,5,11,4,2,2,1
u038690,16,2,5,28,6,2,2,2
u038691,16,1,5,0,0,2,2,1
u038692,66,2,5,14,4,2,0,2
u038693,16,2,5,7,4,2,2,1
u038694,16,1,5,27,2,2,2,2
u038695,14,2,5,12,1,3,1,1
u038696,66,1,3,12,4,2,2,2
u038697,66,2,5,16,2,2,2,2
u038698,66,2,5,2,0,2,2,1
u038699,16,1,5,12,1,2,2,1
u038700,6,1,5,0,0,1,0,1
u038701,66,2,5,4,4,2,2,2
u038702,16,2,5,19,1,2,2,1
u038703,59,1,3,0,0,3,0,1
u038704,16,2,5,31,2,2,2,1
u038705,66,2,5,21,6,2,2,1
u038706,29,2,3,1,2,3,2,1
u038707,54,2,4,21,6,3,0,1
u038708,23,1,5,28,6,2,0,2
u038709,16,1,5,11,2,2,2,2
u038710,42,1,5,19,1,2,0,1
u038711,66,2,5,31,2,2,2,1
u038712,13,2,5,0,0,1,0,2
u038713,42,2,5,1,2,2,0,1
u038714,18,2,5,31,2,2,4,2
u038715,66,2,5,22,1,2,4,1
u038716,66,1,3,30,1,2,2,1
u038717,29,2,2,19,6,3,2,2
u038718,16,2,5,9,1,2,4,1
u038719,42,2,5,13,4,2,0,1
u038720,13,2,5,0,0,3,0,1
u038721,16,2,5,1,2,2,2,2
u038722,22,1,6,30,2,2,4,2
u038723,16,2,5,9,3,2,2,1
u038724,66,2,5,12,1,2,2,1
u038725,48,2,5,0,0,2,0,1
u038726,66,1,3,9,2,2,2,1
u038727,16,1,5,26,1,2,2,1
u038728,20,1,1,0,0,3,0,1
u038729,48,2,2,0,0,3,0,2
u038730,38,2,3,31,1,2,4,1
u038731,38,1,5,31,2,1,2,1
u038732,16,2,5,0,0,2,2,2
u038733,23,2,3,11,2,2,0,2
u038734,48,2,5,1,2,2,0,1
u038735,16,1,5,30,2,2,4,1
u038736,16,1,3,20,4,2,2,1
u038737,16,2,3,26,1,2,0,2
u038738,66,2,5,4,4,2,4,2
u038739,46,2,5,9,2,2,1,1
u038740,46,2,5,31,6,3,4,1
u038741,36,2,5,0,0,1,0,1
u038742,16,1,5,27,4,2,2,2
u038743,16,2,5,2,0,2,2,1
u038744,66,2,5,23,1,2,2,2
u038745,16,2,5,17,4,2,2,2
u038746,16,2,5,30,6,2,2,1
u038747,23,1,5,17,4,2,2,1
u038748,16,1,5,11,4,2,2,2
u038749,42,1,5,5,2,2,1,1
u038750,18,2,5,0,0,2,0,2
u038751,31,1,3,0,0,3,4,2
u038752,16,1,3,1,1,2,2,1
u038753,60,1,5,12,1,2,0,1
u038754,16,2,5,3,4,2,4,2
u038755,49,1,3,0,0,2,0,2
u038756,66,2,5,16,2,2,0,1
u038757,16,1,2,22,2,2,2,2
u038758,15,1,3,28,6,2,0,2
u038759,42,2,5,1,3,2,0,2
u038760,59,2,2,13,2,3,0,2
u038761,23,2,5,9,6,2,2,2
u038762,26,2,2,16,6,3,2,1
u038763,3,2,2,31,2,2,4,2
u038764,66,2,5,22,2,2,0,2
u038765,16,1,5,28,3,2,2,2
u038766,16,2,5,9,6,2,2,1
u038767,66,1,5,27,1,2,0,2
u038768,66,1,5,22,2,2,2,1
u038769,66,1,5,1,2,2,2,1
u038770,16,2,5,7,4,2,4,2
u038771,16,1,3,13,4,2,2,2
u038772,66,2,5,5,1,2,2,1
u038773,64,2,5,0,0,3,0,2
u038774,66,2,5,29,4,2,2,1
u038775,21,2,5,0,0,1,2,2
u038776,16,2,5,1,2,2,2,1
u038777,44,2,5,5,2,3,0,1
u038778,66,1,5,16,3,2,2,1
u038779,13,1,5,26,2,3,0,1
u038780,21,1,5,31,1,2,0,1
u038781,6,1,2,0,0,1,0,2
u038782,66,1,5,7,4,2,0,1
u038783,66,2,5,1,2,2,2,2
u038784,31,2,5,31,1,3,4,2
u038785,16,2,5,27,2,2,2,1
u038786,66,2,5,12,1,2,4,1
u038787,16,2,5,26,1,2,2,1
u038788,47,2,5,1,1,2,4,2
u038789,42,1,5,20,4,2,0,2
u038790,1,1,4,1,2,1,4,2
u038791,12,2,5,1,3,3,0,1
u038792,42,2,5,16,6,2,0,2
u038793,16,1,5,11,2,2,2,1
u038794,22,2,5,0,0,1,1,1
u038795,46,2,5,16,2,3,4,2
u038796,16,1,5,5,2,2,0,1
u038797,10,1,5,0,0,3,0,1
u038798,66,1,5,7,4,2,0,2
u038799,44,2,5,0,0,1,0,2
u038800,15,2,5,12,1,2,0,2
u038801,52,2,5,30,2,3,0,1
u038802,66,2,5,12,1,2,0,1
u038803,16,2,5,31,6,2,2,1
u038804,16,2,5,14,4,2,4,2
u038805,18,1,2,21,1,1,1,2
u038806,12,1,5,31,2,3,1,1
u038807,66,2,5,7,1,2,2,2
u038808,66,1,5,6,4,2,0,2
u038809,42,2,5,12,4,2,1,2
u038810,66,1,5,12,1,2,2,2
u038811,21,1,6,1,2,3,1,2
u038812,16,1,3,27,1,3,1,1
u038813,16,2,3,5,1,2,2,2
u038814,27,2,6,0,0,3,1,2
u038815,42,1,5,24,4,2,4,1
u038816,16,2,5,4,6,2,2,1
u038817,18,2,5,1,1,3,2,2
u038818,59,1,2,0,0,1,0,2
u038819,66,2,5,5,2,2,2,1
u038820,23,1,5,17,4,2,2,1
u038821,66,1,5,30,6,2,2,1
u038822,66,2,5,7,4,2,0,1
u038823,42,1,5,14,4,2,4,1
u038824,42,1,5,9,1,2,2,2
u038825,14,1,6,26,0,2,0,1
u038826,66,2,5,11,6,2,2,2
u038827,23,1,3,5,1,2,2,2
u038828,18,2,5,22,2,2,4,2
u038829,42,2,5,5,2,2,4,2
u038830,16,2,5,31,1,2,2,1
u038831,1,1,2,23,4,2,2,2
u038832,21,2,5,31,6,1,0,2
u038833,16,1,3,1,2,2,1,2
u038834,16,2,5,9,1,2,2,1
u038835,66,2,5,7,1,2,2,1
u038836,21,1,3,0,0,3,0,1
u038837,16,1,5,27,2,2,2,2
u038838,64,2,5,13,1,1,0,1
u038839,22,2,3,12,2,3,0,2
u038840,14,2,5,0,0,3,0,2
u038841,66,1,5,5,2,2,4,2
u038842,49,2,5,31,2,2,4,1
u038843,29,2,3,7,1,2,4,2
u038844,66,2,5,31,1,2,2,2
u038845,23,1,3,30,6,2,4,1
u038846,16,2,5,25,3,2,2,2
u038847,16,2,5,31,4,2,4,2
u038848,66,1,3,9,3,2,2,2
u038849,66,2,5,7,4,2,2,2
u038850,46,2,5,11,2,2,1,2
u038851,29,2,4,1,2,3,2,1
u038852,66,1,5,24,4,2,4,2
u038853,16,2,5,4,4,2,2,2
u038854,66,2,5,31,2,2,2,1
u038855,16,2,5,1,2,2,2,2
u038856,66,2,5,7,4,2,2,1
u038857,66,2,5,31,2,2,0,2
u038858,16,1,3,7,4,2,2,2
u038859,49,2,5,1,1,2,0,2
u038860,23,1,5,12,1,2,4,1
u038861,21,2,3,9,3,3,0,1
u038862,56,2,4,5,3,3,0,2
u038863,66,2,5,21,1,2,2,2
u038864,23,2,5,20,2,2,4,2
u038865,66,1,3,22,1,2,2,1
u038866,16,2,5,11,6,2,2,1
u038867,48,1,3,20,4,1,1,2
u038868,34,2,5,22,2,3,0,1
u038869,15,2,5,1,1,2,0,2
u038870,23,1,2,30,6,1,1,2
u038871,66,2,5,17,4,2,2,2
u038872,66,1,5,19,4,2,2,1
u038873,34,2,5,30,6,3,0,1
u038874,16,1,5,9,2,2,2,2
u038875,16,2,5,11,1,2,2,1
u038876,16,2,5,12,2,2,4,1
u038877,23,1,5,5,1,2,2,2
u038878,56,1,6,21,6,1,1,2
u038879,66,2,5,21,1,2,4,2
u038880,66,2,5,1,4,2,4,2
u038881,66,2,5,13,1,2,2,1
u038882,66,1,5,19,1,2,2,1
u038883,18,1,5,26,1,2,0,1
u038884,29,2,5,5,2,3,0,1
u038885,49,1,5,31,2,2,1,1
u038886,31,1,3,14,4,1,0,2
u038887,13,2,5,0,0,1,0,2
u038888,66,1,5,0,0,2,4,2
u038889,66,1,3,5,2,2,0,1
u038890,16,2,5,23,1,2,4,2
u038891,66,2,5,22,2,2,2,1
u038892,66,2,5,30,6,2,4,1
u038893,66,2,5,19,6,2,2,2
u038894,16,1,5,5,2,2,2,2
u038895,38,1,5,2,0,3,0,1
u038896,66,2,5,1,2,2,2,2
u038897,16,1,5,21,1,2,4,2
u038898,16,1,3,20,4,2,2,1
u038899,16,2,5,2,3,2,2,2
u038900,42,2,5,12,1,2,4,1
u038901,66,1,5,22,2,2,4,1
u038902,42,1,3,14,4,2,0,1
u038903,59,1,5,0,0,2,0,1
u038904,66,2,5,27,1,2,2,1
u038905,42,2,5,27,1,2,2,1
u038906,14,2,5,19,4,1,2,2
u038907,16,1,5,23,1,2,2,1
u038908,66,2,5,7,4,2,2,2
u038909,14,1,3,0,0,2,2,1
u038910,16,1,5,9,1,2,2,1
u038911,38,2,4,7,1,3,4,1
u038912,21,2,5,23,4,2,0,2
u038913,16,2,5,31,2,2,2,2
u038914,23,2,5,28,6,2,4,1
u038915,44,2,5,12,4,2,0,1
u038916,20,1,1,0,0,3,0,1
u038917,48,2,2,0,0,3,0,1
u038918,3,2,2,26,2,3,0,1
u038919,22,2,3,0,0,3,4,2
u038920,35,2,3,0,0,3,0,1
u038921,48,2,5,30,2,3,0,1
u038922,38,2,5,13,3,3,2,1
u038923,22,2,5,12,3,3,0,1
u038924,38,2,4,26,1,3,0,2
u038925,64,2,5,5,2,3,0,1
u038926,59,2,3,14,4,3,0,2
u038927,52,2,5,30,1,3,0,2
u038928,48,2,5,12,4,3,2,1
u038929,38,2,5,0,0,3,2,2
u038930,52,2,4,13,3,3,4,1
u038931,48,2,3,30,1,3,0,1
u038932,38,2,5,16,6,3,4,1
u038933,3,1,1,5,1,3,0,2
u038934,48,2,5,0,0,3,0,1
u038935,20,2,2,7,6,3,0,1
u038936,38,2,5,30,1,3,0,2
u038937,27,2,3,12,4,3,0,2
u038938,27,2,5,31,2,3,1,1
u038939,31,1,2,0,0,3,4,2
u038940,38,1,5,1,1,3,0,1
u038941,52,2,3,19,6,3,2,2
u038942,59,2,5,16,2,3,0,2
u038943,59,2,5,0,0,3,0,2
u038944,29,1,4,31,2,3,0,2
u038945,22,1,4,26,1,3,1,2
u038946,34,1,4,26,2,3,4,2
u038947,21,2,5,20,2,3,0,1
u038948,27,2,5,31,2,3,0,2
u038949,29,2,3,0,0,3,1,2
u038950,52,1,2,2,3,3,3,2
u038951,38,2,2,0,0,3,0,2
u038952,34,2,5,5,2,3,0,1
u038953,59,2,4,20,1,3,0,2
u038954,3,1,3,26,1,3,0,1
u038955,34,2,5,24,1,1,2,1
u038956,38,2,5,27,6,3,2,2
u038957,3,2,2,26,3,3,4,2
u038958,11,2,6,31,5,3,0,1
u038959,34,2,5,29,2,3,2,1
u038960,51,1,1,25,3,3,0,1
u038961,48,2,5,29,6,3,4,2
u038962,35,1,5,30,6,3,0,2
u038963,22,1,1,28,6,3,1,1
u038964,9,2,2,19,6,3,4,1
u038965,59,1,2,5,1,3,0,1
u038966,8,2,1,16,6,3,1,1
u038967,48,2,5,16,6,3,0,1
